:ID,name:string,aliases:string[],:LABEL,n_mentions:int,x:float,y:float,component:int,statement_zh:string,courtesy_name:string,birth_year:string,death_year:string,native_place:string,author:string,year:string,topic:string,proposed_by:string,modality:string,descriptor:string,channel:string,triple_burner:string,nature:string,note:string
DiagnosticSign_f4c94986de,舌苔黄或焦,,DiagnosticSign,1,1.01077,-1.016,1023,,,,,,,,,,舌诊,变化征象,,,,
DiagnosticSign_46001263c1,舌绛齿燥,,DiagnosticSign,1,0.77401,-0.20697,1,,,,,,,,,,舌诊,进展征象,,,,
DiagnosticSign_8709ebcb2b,手足瘈疭,,DiagnosticSign,1,1.61477,0.31261,1,,,,,,,,,,望诊,变证征象,,,,
DiagnosticSign_f65df1e43d,昏瞆不知人,,DiagnosticSign,1,2.05014,0.68109,1024,,,,,,,,,,望诊,危重征象,,,,
DiagnosticSign_b8b4ebd89d,不语如尸厥,,DiagnosticSign,1,0.81973,-0.96494,179,,,,,,,,,,望诊,危重征象,,,,
DiagnosticSign_332664467e,舌苔滑白厚腻,,DiagnosticSign,1,1.22295,-0.64822,1,,,,,,,,,,舌诊,滑白厚腻,,,,
DiagnosticSign_72d5ae8c4f,口有秽气,,DiagnosticSign,1,1.15424,-0.65893,1,,,,,,,,,,闻诊,秽气,,,,
DiagnosticSign_4a49bc4e17,四肢,,DiagnosticSign,1,1.88334,-0.75247,1026,,,,,,,,,,望诊,倦懈,,,,
DiagnosticSign_494de0d6b9,胸脘痞塞,,DiagnosticSign,1,1.35715,-0.58491,1,,,,,,,,,,问诊,胸脘部位感觉堵塞,,,,
DiagnosticSign_7e027a934e,舌红润,,DiagnosticSign,1,0.29637,0.6635,1030,,,,,,,,,,舌诊,舌质红，舌苔润,,,,
DiagnosticSign_e35d2b5a9b,脉软滞,,DiagnosticSign,1,1.39718,-1.15984,1031,,,,,,,,,,脉诊,脉象软而迟滞,,,,
DiagnosticSign_c42685d2a9,嘶哑,,DiagnosticSign,1,2.23259,-0.53334,1034,,,,,,,,,,望诊,嘶哑,,,,
DiagnosticSign_5e4e32784b,胸脘痞满,,DiagnosticSign,1,0.81699,0.96391,1035,,,,,,,,,,问诊,胸脘痞满,,,,
DiagnosticSign_c9e904fae5,夜不安寐,,DiagnosticSign,1,0.76864,-1.02558,1036,,,,,,,,,,问诊,夜不安寐,,,,
DiagnosticSign_df2143ab68,便不爽,,DiagnosticSign,1,2.2437,0.51083,1037,,,,,,,,,,问诊,便不爽,,,,
DiagnosticSign_0bd22c0bbc,口腻,,DiagnosticSign,1,0.19417,0.29839,1038,,,,,,,,,,问诊,口腻,,,,
DiagnosticSign_98b9f4ef04,舌红苔腻,,DiagnosticSign,1,1.25335,-0.68889,1,,,,,,,,,,舌诊,舌红苔腻,,,,
DiagnosticSign_3f041946ff,脉弦滞,,DiagnosticSign,1,1.24817,-0.57968,1,,,,,,,,,,脉诊,脉弦滞,,,,
DiagnosticSign_6cd9106291,心跳,,DiagnosticSign,1,1.4218,1.15496,1040,,,,,,,,,,问诊,,,,,
DiagnosticSign_63cc5b9184,音亮,,DiagnosticSign,1,0.34338,-0.6008,1041,,,,,,,,,,望诊,,,,,
DiagnosticSign_dc4c97bc1d,胸宽,,DiagnosticSign,1,2.27721,-0.13101,1042,,,,,,,,,,望诊,,,,,
DiagnosticSign_4328fcb1fb,微寒,,DiagnosticSign,1,0.41054,0.89461,1043,,,,,,,,,,问诊,微寒,,,,
DiagnosticSign_62060f1e6c,遍身筋痛,,DiagnosticSign,1,1.14777,-1.0295,1044,,,,,,,,,,问诊,遍身筋痛,,,,
DiagnosticSign_0acd0c03ca,舌苔薄腻,,DiagnosticSign,1,2.09002,0.23669,1,,,,,,,,,,舌诊,薄腻,,,,
DiagnosticSign_dc95cf3709,脉右滞左弦,,DiagnosticSign,1,2.09144,0.22587,1,,,,,,,,,,脉诊,右滞左弦,,,,
DiagnosticSign_054b3ae0df,心泛,,DiagnosticSign,1,1.9774,-0.65197,1047,,,,,,,,,,问诊,心泛,,,,
DiagnosticSign_cad24e9bf2,脉滞,,DiagnosticSign,1,1.02168,1.0936,1048,,,,,,,,,,脉诊,脉尚滞,,,,
DiagnosticSign_1cedeca3d3,临床主要症状,,DiagnosticSign,1,0.51581,-0.97532,1049,,,,,,,,,,问诊,,,,,
DiagnosticSign_434232dcd1,舌苔红,,DiagnosticSign,1,2.17757,-0.25648,53,,,,,,,,,,舌诊,红,,,,
DiagnosticSign_bdea612e7d,舌苔白薄,,DiagnosticSign,1,0.13919,-0.556,53,,,,,,,,,,舌诊,白薄,,,,
DiagnosticSign_eab39a91f8,舌苔如积粉,,DiagnosticSign,1,2.16426,0.50225,180,,,,,,,,,,舌诊,如积粉,,,,
DiagnosticSign_7604e87c84,舌苔白燥,,DiagnosticSign,1,1.38028,1.0867,181,,,,,,,,,,舌诊,白燥,,,,
DiagnosticSign_11d40d7785,脉浮弦大,,DiagnosticSign,1,2.18257,0.23613,1050,,,,,,,,,,脉诊,浮弦大,,,,
DiagnosticSign_17749a0624,脉平,,DiagnosticSign,1,1.68532,0.22876,1,,,,,,,,,,脉诊,平,,,,
DiagnosticSign_0acf9014de,舌白胖,,DiagnosticSign,1,1.34017,-0.63859,1,,,,,,,,,,舌诊,白胖,,,,
DiagnosticSign_e54a1c4725,脉短涩,,DiagnosticSign,1,1.32832,-0.64433,1,,,,,,,,,,脉诊,短涩,,,,
DiagnosticSign_f2edabd212,舌白苔滑,,DiagnosticSign,1,1.21442,-0.42746,1,,,,,,,,,,舌诊,白苔滑,,,,
DiagnosticSign_a6be397b7a,口燥不能饮,,DiagnosticSign,1,1.24992,-0.41421,1,,,,,,,,,,问诊,口燥不能饮,,,,
DiagnosticSign_48be5d186d,饮后呕黄水,,DiagnosticSign,1,1.26444,-0.39992,1,,,,,,,,,,问诊,呕黄水,,,,
DiagnosticSign_585f760015,脉皆滞缓,,DiagnosticSign,1,1.23679,-0.42497,1,,,,,,,,,,脉诊,滞缓,,,,
DiagnosticSign_d345cd91b8,舌白燥,,DiagnosticSign,1,1.57228,0.95239,16,,,,,,,,,,舌诊,白燥,,,,
DiagnosticSign_d232915e03,脉沉涩,,DiagnosticSign,1,1.58684,-1.10766,16,,,,,,,,,,脉诊,沉涩,,,,
DiagnosticSign_21a54732d3,气急,,DiagnosticSign,1,1.60261,0.93931,1053,,,,,,,,,,问诊,气急,,,,
DiagnosticSign_67c5a685b2,舌苔尚黄浓,,DiagnosticSign,1,1.68803,0.26201,1,,,,,,,,,,舌诊,黄浓,,,,
DiagnosticSign_d398897207,六脉弦小数,,DiagnosticSign,1,1.67924,0.27472,1,,,,,,,,,,脉诊,弦小数,,,,
DiagnosticSign_b94bd26c81,舌净,,DiagnosticSign,1,1.76682,-0.09878,1,,,,,,,,,,舌诊,净,,,,
DiagnosticSign_582273b0d9,脉弦小,,DiagnosticSign,1,1.76193,-0.11314,1,,,,,,,,,,脉诊,弦小,,,,
DiagnosticSign_01f8e79de4,咳嗽有痰,,DiagnosticSign,1,0.165,-0.4368,1054,,,,,,,,,,问诊,咳嗽有痰,,,,
DiagnosticSign_044ff00526,脉弦小数,,DiagnosticSign,1,2.30658,-0.35107,46,,,,,,,,,,脉诊,弦小数,,,,
DiagnosticSign_150403f8f4,右关少带滞象,,DiagnosticSign,1,2.29431,-0.38822,1055,,,,,,,,,,脉诊,滞象,,,,
DiagnosticSign_7e6f6d8fc0,舌黑苔已浮起,,DiagnosticSign,1,0.56781,-0.00705,1,,,,,,,,,,舌诊,黑苔浮起,,,,
DiagnosticSign_c532878373,舌苔两边黄去而微白滑,,DiagnosticSign,1,0.69169,0.90689,1056,,,,,,,,,,舌诊,微白滑,,,,
DiagnosticSign_80857678ec,舌苔前半已去,,DiagnosticSign,1,2.07199,0.26471,1,,,,,,,,,,舌诊,前半已去,,,,
DiagnosticSign_277f87ab56,舌根尚有黄色,,DiagnosticSign,1,1.88119,0.75447,184,,,,,,,,,,舌诊,根黄色,,,,
DiagnosticSign_a0755d9464,口苦且腻,,DiagnosticSign,1,0.90908,-1.07127,1057,,,,,,,,,,问诊,苦腻,,,,
DiagnosticSign_fee3be8609,掌心尚热,,DiagnosticSign,1,2.16608,0.64811,1058,,,,,,,,,,望诊,掌心热,,,,
DiagnosticSign_7a13c54121,小溲赤,,DiagnosticSign,1,0.16318,0.16427,1059,,,,,,,,,,问诊,赤,,,,
DiagnosticSign_487c11d81a,左手脉已小,,DiagnosticSign,1,1.86532,-0.86681,1060,,,,,,,,,,脉诊,小,,,,
DiagnosticSign_6df23ca799,右手脉稍有滞象,,DiagnosticSign,1,1.26563,1.17689,1061,,,,,,,,,,脉诊,滞象,,,,
DiagnosticSign_7bb5d950fb,脉皆数,,DiagnosticSign,1,0.43097,-0.707,1062,,,,,,,,,,脉诊,数,,,,
DiagnosticSign_68d5af7acc,舌黄而滑,,DiagnosticSign,1,2.28488,0.01647,1063,,,,,,,,,,舌诊,黄滑,,,,
DiagnosticSign_0995442e67,脉未滑利,,DiagnosticSign,1,1.24465,-0.698,1,,,,,,,,,,脉诊,未滑利,,,,
DiagnosticSign_c041619ff1,大便如水样,,DiagnosticSign,1,1.28533,-1.0246,1065,,,,,,,,,,问诊,大便如水样,,,,
DiagnosticSign_3252186058,舌中间灰色,,DiagnosticSign,1,2.11127,-0.72466,185,,,,,,,,,,舌诊,舌中间灰色,,,,
DiagnosticSign_35deebf2aa,舌两边白滑,,DiagnosticSign,1,1.83918,0.88685,1066,,,,,,,,,,舌诊,舌两边白滑,,,,
DiagnosticSign_1f4b7c361f,大便作泻,,DiagnosticSign,1,0.02123,-0.22283,1067,,,,,,,,,,问诊,大便作泻,,,,
DiagnosticSign_537c35161a,头面上有热疮,,DiagnosticSign,1,0.6518,-1.05518,1070,,,,,,,,,,望诊,头面上有热疮,,,,
DiagnosticSign_396a17cbf1,痢疾色泽,,DiagnosticSign,1,2.14213,0.36771,1071,,,,,,,,,,望诊,如酱色紫,,,,
DiagnosticSign_cc79bc9157,休时粪便性状,,DiagnosticSign,1,0.15243,0.40635,1072,,,,,,,,,,望诊,粪如笔管,,,,
DiagnosticSign_5bb8b0fdbb,矢气频繁,,DiagnosticSign,1,0.58024,-0.92807,186,,,,,,,,,,问诊,多转矢气,,,,
DiagnosticSign_562788714b,痢行频率,,DiagnosticSign,1,1.69601,-1.06119,1073,,,,,,,,,,问诊,日四五行,,,,
DiagnosticSign_4a9647a896,苔如积粉,,DiagnosticSign,1,1.16706,-0.66155,1,,,,,,,,,,舌诊,湿温之盛行,,,,
DiagnosticSign_4f350333e3,舌皆红,,DiagnosticSign,1,1.55159,-1.04065,187,,,,,,,,,,舌诊,叶氏案中用张喻法者,,,,
DiagnosticSign_d5bbfc076d,白燥苔,,DiagnosticSign,1,0.24398,-0.42985,188,,,,,,,,,,舌诊,瘟疫征象,,,,
DiagnosticSign_f4052427f4,多汗,,DiagnosticSign,1,0.59569,1.02517,189,,,,,,,,,,望诊,瘟疫尤多汗，北方谓之汗症,,,,
DiagnosticSign_ef2bc80158,盗汗,,DiagnosticSign,1,2.33613,-0.23616,1076,,,,,,,,,,望诊,里气通自能战汗而解,,,,
DiagnosticSign_a3dc2d0846,小便如注,,DiagnosticSign,1,0.57512,0.83368,1077,,,,,,,,,,问诊,瘟疫解的途径,,,,
DiagnosticSign_5943b2ce44,圊血,,DiagnosticSign,1,1.05435,-1.09783,1078,,,,,,,,,,望诊,瘟疫解的途径,,,,
DiagnosticSign_d7088c2704,舌白薄,,DiagnosticSign,1,0.39926,-0.06272,1,,,,,,,,,,舌诊,白薄,,,,
DiagnosticSign_7cac4ea7b6,脉浮数,,DiagnosticSign,1,0.39924,-0.07398,1,,,,,,,,,,脉诊,浮数,,,,
DiagnosticSign_0638457580,战汗,,DiagnosticSign,1,0.40242,-0.10472,1,,,,,,,,,,望诊,体冷如冰,,,,
DiagnosticSign_72676b844a,脉静小,,DiagnosticSign,1,0.40055,-0.09354,1,,,,,,,,,,脉诊,静小,,,,
DiagnosticSign_bced92bfed,体厥,,DiagnosticSign,1,2.07085,0.77381,1079,,,,,,,,,,望诊,,,,,
DiagnosticSign_1ca1f63b3f,身热无汗,,DiagnosticSign,1,1.49597,-0.34663,1,,,,,,,,,,望诊,身体发热，无汗液分泌,,,,
DiagnosticSign_1b215c9c2d,口齿燥甚,,DiagnosticSign,1,0.9551,0.7866,1,,,,,,,,,,问诊,口腔和牙齿干燥程度严重,,,,
DiagnosticSign_c6110c3243,喉干,,DiagnosticSign,1,0.15036,0.02721,1080,,,,,,,,,,问诊,咽喉干燥,,,,
DiagnosticSign_9f1ba36068,齿浮,,DiagnosticSign,1,1.10793,1.1778,1082,,,,,,,,,,望诊,牙齿浮起,,,,
DiagnosticSign_8128394027,呃逆,,DiagnosticSign,1,0.53193,-0.80057,1083,,,,,,,,,,问诊,呃逆,,,,
DiagnosticSign_c6a60ca87d,脉沉小弦数,,DiagnosticSign,1,2.27281,0.16366,1084,,,,,,,,,,脉诊,沉小弦数,,,,
DiagnosticSign_3f1d20a0f8,不饮水,,DiagnosticSign,1,0.20145,0.65942,1085,,,,,,,,,,问诊,不饮水,,,,
DiagnosticSign_3c0c05ce84,痢疾频数,,DiagnosticSign,1,1.42102,-1.0014,1086,,,,,,,,,,问诊,日四五行,,,,
DiagnosticSign_f2af301dae,矢气频多,,DiagnosticSign,1,1.71503,0.96683,1087,,,,,,,,,,问诊,多转矢气，痢即随出,,,,
DiagnosticSign_ae5610190c,痢液色泽,,DiagnosticSign,1,0.06129,-0.37536,1088,,,,,,,,,,望诊,如酱色紫,,,,
DiagnosticSign_ab20ba77c7,休息时粪便,,DiagnosticSign,1,2.12136,-0.41802,1089,,,,,,,,,,望诊,粪如笔管,,,,
DiagnosticSign_4ad855d540,舌黄薄,,DiagnosticSign,1,0.73826,1.01286,1090,,,,,,,,,,舌诊,黄薄,,,,
DiagnosticSign_e9aac6c37f,气息奄奄,,DiagnosticSign,1,0.79722,-1.11619,1091,,,,,,,,,,望诊,气息微弱,,,,
DiagnosticSign_7569ed61cc,脉沉虚小,,DiagnosticSign,1,1.16871,1.02995,54,,,,,,,,,,脉诊,沉、虚、小,,,,
DiagnosticSign_a7f95b6ce2,侧卧不敢动,,DiagnosticSign,1,2.0845,0.49273,1092,,,,,,,,,,问诊,体位受限,,,,
DiagnosticSign_69a08c29bc,一动则肛门稀水即出,,DiagnosticSign,1,0.10742,0.2657,1093,,,,,,,,,,问诊,运动诱发肛门稀水排出,,,,
DiagnosticSign_077183bfb6,舌鲜红光洁,,DiagnosticSign,1,0.0782,0.08415,54,,,,,,,,,,舌诊,舌色鲜红、舌面光洁,,,,
DiagnosticSign_b29041d7d9,肋背抽痛,,DiagnosticSign,1,1.83291,-0.98291,1094,,,,,,,,,,问诊,肋背抽痛,,,,
DiagnosticSign_ccfee394bc,痰中带血,,DiagnosticSign,1,1.76855,0.21134,1,,,,,,,,,,问诊,痰中带血,,,,
DiagnosticSign_647425c385,有寒热,,DiagnosticSign,1,1.33931,1.01761,1095,,,,,,,,,,问诊,有寒热,,,,
DiagnosticSign_917b718375,胃中梗塞,,DiagnosticSign,1,0.31654,-0.68954,1096,,,,,,,,,,问诊,胃中梗塞,,,,
DiagnosticSign_ed5647186b,或酸或苦,,DiagnosticSign,1,1.23358,1.1037,192,,,,,,,,,,问诊,或酸或苦,,,,
DiagnosticSign_7bbb741544,无物不呕,,DiagnosticSign,1,2.35729,-0.07989,1097,,,,,,,,,,问诊,无物不呕,,,,
DiagnosticSign_c4870ccc72,舌黄浓,,DiagnosticSign,1,0.46936,0.74558,1098,,,,,,,,,,舌诊,舌黄浓,,,,
DiagnosticSign_44cee47483,胃中满闷,,DiagnosticSign,1,1.22215,0.32227,1,,,,,,,,,,问诊,胃部胀满闷塞感,,,,
DiagnosticSign_9cfa2dae39,吐酸,,DiagnosticSign,1,1.20186,-1.10478,1099,,,,,,,,,,问诊,呕吐酸性物质,,,,
DiagnosticSign_22127ccb4d,呕苦,,DiagnosticSign,1,1.95971,0.88569,1100,,,,,,,,,,问诊,呕吐苦味,,,,
DiagnosticSign_e933fc6212,经期如崩,,DiagnosticSign,1,0.60765,-0.21446,1,,,,,,,,,,问诊,曾经期至如崩，现尚早而如崩,,,,
DiagnosticSign_234b39b36f,腹中痛而胀,,DiagnosticSign,1,0.61451,-0.22528,1,,,,,,,,,,腹诊,痛而胀,,,,
DiagnosticSign_c382ccdaff,月经来潮量多如崩,,DiagnosticSign,1,2.20922,0.04019,193,,,,,,,,,,问诊,量多如崩,,,,
DiagnosticSign_f5238e3ba7,鼻塞,,DiagnosticSign,1,0.15593,-0.11033,1101,,,,,,,,,,望诊,内药鼻中两条,,,,
DiagnosticSign_db6b1c2581,脉如蛇,,DiagnosticSign,1,1.29426,-0.64338,1,,,,,,,,,,脉诊,,,,,
DiagnosticSign_2f09e7fa06,足寒,,DiagnosticSign,1,2.07006,-0.65484,1102,,,,,,,,,,问诊,,,,,
DiagnosticSign_40222cbdcc,眼胞上下,,DiagnosticSign,1,0.82547,0.5902,1,,,,,,,,,,目诊,如烟煤色,,,,
DiagnosticSign_a4227c5ab9,眼黑,,DiagnosticSign,1,0.6335,0.06676,1,,,,,,,,,,目诊,烦赤,,,,
DiagnosticSign_dde9b07e6b,五色,,DiagnosticSign,1,1.77432,0.84124,194,,,,,,,,,,望诊,青黑黯惨,,,,
DiagnosticSign_2baa8b818e,目睛,,DiagnosticSign,1,0.18509,0.26663,13,,,,,,,,,,目诊,黄,,,,
DiagnosticSign_978175b7c8,暴感客邪之色,,DiagnosticSign,1,0.64447,-0.87983,1104,,,,,,,,,,望诊,昏浊壅滞,,,,
DiagnosticSign_4be980b5e2,病久体虚之色,,DiagnosticSign,1,2.24123,0.30792,1105,,,,,,,,,,望诊,瘦削消癯,,,,
DiagnosticSign_3f200f1dac,病邪方锐之色,,DiagnosticSign,1,0.12226,0.52305,1106,,,,,,,,,,望诊,清白少神,,,,
DiagnosticSign_fd4d2085f8,虚羸久困之色,,DiagnosticSign,1,1.5524,-0.96032,1107,,,,,,,,,,望诊,妩媚鲜泽,,,,
DiagnosticSign_b3c9306dce,舌旁,,DiagnosticSign,1,2.1687,-0.28876,1110,,,,,,,,,,舌诊,属肝胆,,,,
DiagnosticSign_1e1a2b25b9,舌四畔,,DiagnosticSign,1,0.60714,0.94491,1111,,,,,,,,,,舌诊,属脾,,,,
DiagnosticSign_32782d71eb,声音清轻重浊,,DiagnosticSign,1,0.94948,-1.15726,1112,,,,,,,,,,闻诊,清轻重浊,,,,
DiagnosticSign_0e2faba7ea,言浊,,DiagnosticSign,1,2.19958,-0.59401,195,,,,,,,,,,闻诊,言语浊,,,,
DiagnosticSign_f0a58fd9dc,语声不续,,DiagnosticSign,1,1.71424,-0.12653,1,,,,,,,,,,闻诊,语声断续不连贯,,,,
DiagnosticSign_50e9ccc328,言迟,,DiagnosticSign,1,2.01072,0.60894,1113,,,,,,,,,,闻诊,言语迟缓,,,,
DiagnosticSign_e7f8692d03,多言,,DiagnosticSign,1,1.00719,0.34086,1,,,,,,,,,,闻诊,言语繁多,,,,
DiagnosticSign_ae406daf9d,吁气,,DiagnosticSign,1,0.70935,-0.99976,196,,,,,,,,,,闻诊,诊时吁气,,,,
DiagnosticSign_53d276cd08,言而微,,DiagnosticSign,1,2.27176,0.44772,197,,,,,,,,,,闻诊,言语微弱,,,,
DiagnosticSign_54b7b69502,言语善恶不避亲疏,,DiagnosticSign,1,1.68704,-0.9818,198,,,,,,,,,,闻诊,言语不慎、分别心乱,,,,
DiagnosticSign_212faf50eb,脉之上、下、来、去、至、止六态,,DiagnosticSign,1,0.08157,0.1203,1114,,,,,,,,,,脉诊,需先明,,,,
DiagnosticSign_6e6e56c8d3,脉沉细无力,,DiagnosticSign,1,1.75437,-0.07404,1,,,,,,,,,,脉诊,按之不鼓，沉细无力,,,,
DiagnosticSign_f68fe9fee1,脉细涩,,DiagnosticSign,1,1.7186,0.19657,1,,,,,,,,,,脉诊,脉多细涩，甚而数涩,,,,
DiagnosticSign_5895137e55,脉浮弦搏指,,DiagnosticSign,1,1.74915,-0.04831,1,,,,,,,,,,脉诊,或浮弦搏指,,,,
DiagnosticSign_03140f1b56,咽干,,DiagnosticSign,1,1.55722,0.38922,1,,,,,,,,,,望诊,咽部干燥,,,,
DiagnosticSign_39a4341a24,烦渴,,DiagnosticSign,1,1.95815,-0.88706,1115,,,,,,,,,,问诊,烦躁口渴,,,,
DiagnosticSign_7105280b0e,不寐,,DiagnosticSign,1,1.89343,-0.84384,17,,,,,,,,,,问诊,失眠,,,,
DiagnosticSign_246827a744,肌燥熇热,,DiagnosticSign,1,0.45401,-0.73066,17,,,,,,,,,,望诊,肌肤干燥灼热,,,,
DiagnosticSign_17fdb3524e,便不通爽,,DiagnosticSign,1,0.15843,0.13158,17,,,,,,,,,,问诊,大便不通畅,,,,
DiagnosticSign_2cdd81c230,虛痞不食,,DiagnosticSign,1,1.20219,1.02976,1116,,,,,,,,,,问诊,虚弱、腹部痞满、不思食,,,,
DiagnosticSign_09608b617b,头面手足肿,,DiagnosticSign,1,1.8097,0.90804,18,,,,,,,,,,望诊,如烂瓜之状,,,,
DiagnosticSign_ed1253a6c6,按而塌陷,,DiagnosticSign,1,2.28375,0.05275,18,,,,,,,,,,腹诊,按压后凹陷不起,,,,
DiagnosticSign_71926145e1,胸腹喘满,,DiagnosticSign,1,0.4162,-0.79852,1117,,,,,,,,,,望诊,喘息，腹部膨满,,,,
DiagnosticSign_aa05a243d2,不能转侧安睡,,DiagnosticSign,1,2.35743,0.07782,1118,,,,,,,,,,问诊,活动受限，睡眠困难,,,,
DiagnosticSign_c36dc61ad5,饮食不下,,DiagnosticSign,1,0.37628,0.64416,1119,,,,,,,,,,问诊,纳食困难,,,,
DiagnosticSign_79bb4da49d,小便闭涩,,DiagnosticSign,1,1.31813,-1.02071,18,,,,,,,,,,问诊,尿少，排尿困难,,,,
DiagnosticSign_1ccefef9ca,溺出如割,,DiagnosticSign,1,1.34899,-1.092,1120,,,,,,,,,,问诊,排尿时有刺痛感,,,,
DiagnosticSign_6d18ed8940,溺出如豆汁而绝少,,DiagnosticSign,1,1.83464,0.98176,1121,,,,,,,,,,问诊,尿色如豆汁，量极少,,,,
DiagnosticSign_d3c08a6de8,腹痛欲绝,,DiagnosticSign,1,1.63516,0.32165,1,,,,,,,,,,问诊,腹痛欲绝,,,,
DiagnosticSign_cd714c3385,脉浮而弦,,DiagnosticSign,1,1.64635,0.31161,1,,,,,,,,,,脉诊,浮而弦,,,,
DiagnosticSign_64e7f5ffc3,苔黑,,DiagnosticSign,1,0.17978,-0.2459,1122,,,,,,,,,,望诊,黑,,,,
DiagnosticSign_8ddf626a16,脉沉数促涩,,DiagnosticSign,1,0.77231,-0.18175,1,,,,,,,,,,脉诊,沉数促涩，模糊不清,,,,
DiagnosticSign_fb4df52c68,目瞪,,DiagnosticSign,1,2.14943,-0.53031,1123,,,,,,,,,,目诊,瞪,,,,
DiagnosticSign_065770f413,脉数滑,,DiagnosticSign,1,0.30966,-0.55083,199,,,,,,,,,,脉诊,数滑，至数分明,,,,
DiagnosticSign_35a70bfd3e,大渴大汗,,DiagnosticSign,1,1.08759,-1.02585,200,,,,,,,,,,问诊,大渴，大汗，汗至床席皆淋湿,,,,
DiagnosticSign_b9394f7b6e,胸腹硬痛,,DiagnosticSign,1,0.79919,1.11686,1124,,,,,,,,,,问诊,硬痛,,,,
DiagnosticSign_bb4953061c,小便自利,,DiagnosticSign,1,0.76658,-0.94339,1125,,,,,,,,,,问诊,自利,,,,
DiagnosticSign_124f54a440,便坚黑粪,,DiagnosticSign,1,2.19069,0.44668,1126,,,,,,,,,,问诊,坚黑，累累,,,,
DiagnosticSign_39e4544c73,身重,,DiagnosticSign,1,0.06196,0.37733,1127,,,,,,,,,,望诊,重,,,,
DiagnosticSign_ff7b2fa156,肢厥,,DiagnosticSign,1,1.67713,-0.90209,1128,,,,,,,,,,望诊,厥，僵卧,,,,
DiagnosticSign_53d07eab38,遍身发疼,,DiagnosticSign,1,1.44046,1.07386,1129,,,,,,,,,,问诊,疼,,,,
DiagnosticSign_5c8db2b65a,如狂见鬼,,DiagnosticSign,1,0.20029,-0.6577,1130,,,,,,,,,,问诊,如狂见鬼,,,,
DiagnosticSign_eddfd85227,脉涩数,,DiagnosticSign,1,0.48994,-0.21611,1,,,,,,,,,,脉诊,涩数,,,,
DiagnosticSign_40ab6e44f3,面色黄白,,DiagnosticSign,1,2.19837,-0.15434,1131,,,,,,,,,,望诊,黄白,,,,
DiagnosticSign_eb64fc2679,胸腹柔软,,DiagnosticSign,1,0.48625,0.86008,1132,,,,,,,,,,腹诊,柔软,,,,
DiagnosticSign_4db11cdc45,脐下坚硬,,DiagnosticSign,1,0.48542,-0.20402,1,,,,,,,,,,腹诊,坚硬,,,,
DiagnosticSign_abbbd72501,晡时发热,,DiagnosticSign,1,1.10586,-1.17767,1133,,,,,,,,,,问诊,晡时发热,,,,
DiagnosticSign_d12103b09e,夜半退热,,DiagnosticSign,1,1.9221,0.71427,1134,,,,,,,,,,问诊,夜半退,,,,
DiagnosticSign_f19fbe03a7,小水自利,,DiagnosticSign,1,0.07534,-0.02725,1135,,,,,,,,,,问诊,自利,,,,
DiagnosticSign_35326e27ab,面青,,DiagnosticSign,1,2.06949,-0.77538,1136,,,,,,,,,,望诊,面部青色,,,,
DiagnosticSign_29fbd8800c,唇淡,,DiagnosticSign,1,1.06468,1.02352,1137,,,,,,,,,,望诊,唇色淡,,,,
DiagnosticSign_61a65ad564,脉右弦缓,,DiagnosticSign,1,0.52951,-0.89324,1138,,,,,,,,,,脉诊,右寸关尺脉弦缓,,,,
DiagnosticSign_eed2f67e06,脉左沉涩,,DiagnosticSign,1,0.98808,0.64968,1,,,,,,,,,,脉诊,左寸关尺脉沉涩,,,,
DiagnosticSign_e37cea7e67,左小腹有块如拳大,,DiagnosticSign,1,2.20137,0.13315,19,,,,,,,,,,腹诊,左小腹触及块状物，大如拳头,,,,
DiagnosticSign_3b7296c92b,望色,,DiagnosticSign,1,2.33654,0.23413,1139,,,,,,,,,,望诊,一睹病容，旋决生死,,,,
DiagnosticSign_4e5d136c69,切脉,,DiagnosticSign,1,0.29756,0.53123,1140,,,,,,,,,,脉诊,搭患者之脉，即能口还病证，句句中的,,,,
DiagnosticSign_bb8b112e04,病容,,DiagnosticSign,1,1.49309,-1.05972,1141,,,,,,,,,,望诊,背负来诊，二手下垂,,,,
DiagnosticSign_430828907c,面赤,,DiagnosticSign,1,1.69788,1.06028,1142,,,,,,,,,,望诊,面赤如敷朱,,,,
DiagnosticSign_cf57685bfa,牙关紧闭,,DiagnosticSign,1,0.22151,-0.37708,1143,,,,,,,,,,望诊,牙关紧闭,,,,
DiagnosticSign_43dffd2acd,斑疹,,DiagnosticSign,1,2.21149,-0.3963,1144,,,,,,,,,,望诊,斑疹出,,,,
DiagnosticSign_acbd734416,身热不扬,,DiagnosticSign,1,0.65366,1.05611,1145,,,,,,,,,,望诊,身热但不明显显现,,,,
DiagnosticSign_ef61694005,胸膈痞塞,,DiagnosticSign,1,1.19563,-0.63526,1,,,,,,,,,,问诊,胸膈部位堵塞感,,,,
DiagnosticSign_4ce6e0ffcc,心烦不寐,,DiagnosticSign,1,0.89607,-0.99009,1146,,,,,,,,,,问诊,心烦且不能入睡,,,,
DiagnosticSign_8dd0b14bde,身热夜甚,,DiagnosticSign,1,0.60246,-0.00963,1,,,,,,,,,,望诊,身体发热，夜间加重,,,,
DiagnosticSign_9ca56edf70,身热自溺,,DiagnosticSign,1,-2e-05,-0.00157,201,,,,,,,,,,望诊,身体发热自行排尿,,,,
