:ID,name:string,aliases:string[],:LABEL,n_mentions:int,x:float,y:float,component:int,statement_zh:string,courtesy_name:string,birth_year:string,death_year:string,native_place:string,author:string,year:string,topic:string,proposed_by:string,modality:string,descriptor:string,channel:string,triple_burner:string,nature:string,note:string
Doctrine_d18b075292,湿热者，先受湿，后化热，其来也渐,,Doctrine,1,-1.29127,0.25397,0,湿热者，先受湿，后化热，其来也渐,,,,,,,湿热与湿温辨,何廉臣,,,,,,
Doctrine_d26e26e1ef,湿温者，先伏温，后受湿，其来也暴,,Doctrine,1,-1.36052,0.25941,0,湿温者，先伏温，后受湿，其来也暴,,,,,,,湿热与湿温辨,何廉臣,,,,,,
Doctrine_5b2b183d4f,湿热轻而湿温重,,Doctrine,1,-1.27285,0.23678,0,湿热轻而湿温重,,,,,,,湿热与湿温辨,何廉臣,,,,,,
Doctrine_7d75587205,湿温之病，多在胃肠,,Doctrine,1,-0.10881,-0.49492,7,湿温之病，多在胃肠,,,,,,,湿温病位,雪樵君,,,,,,
Doctrine_e29f18dd34,舌苔滑白厚腻者，重用川朴为君,,Doctrine,1,-0.6679,0.89368,7,舌苔滑白厚腻者，重用川朴为君,,,,,,,湿温治法,雪樵君,,,,,,
Doctrine_79eccfc8ba,口有秽气者，玉枢丹亦要药,,Doctrine,1,-2.23273,-0.33585,7,口有秽气者，玉枢丹亦要药,,,,,,,湿温治法,雪樵君,,,,,,
Doctrine_3e6a308f0a,如湿重于温者，当以吴氏三仁汤、周氏化浊汤二方为主,,Doctrine,1,-1.36817,0.2937,0,如湿重于温者，当以吴氏三仁汤、周氏化浊汤二方为主,,,,,,,湿温初起治法,何廉臣,,,,,,
Doctrine_d413c5b55e,如温重于湿者，当以加减藿朴夏苓汤、清芳透邪汤二方为主,,Doctrine,1,-1.37569,0.32065,0,如温重于湿者，当以加减藿朴夏苓汤、清芳透邪汤二方为主,,,,,,,湿温初起治法,何廉臣,,,,,,
Doctrine_fe6c28e2c6,湿与温并重，当以新定达原饮、枳实栀豉合小陷胸汤加减，或藿香佐金汤亦佳,,Doctrine,1,-1.35407,0.32885,0,湿与温并重，当以新定达原饮、枳实栀豉合小陷胸汤加减，或藿香佐金汤亦佳,,,,,,,湿温初起治法,何廉臣,,,,,,
Doctrine_4207b304f3,更有阴虚气滞，脾湿肝火，酿痰上壅者，其证嗽痰白粘，气逆胸闷，口渴善呕，四肢倦懈，舌绛似干，上罩垢浊薄苔，脉左细数。每用自,,Doctrine,1,-0.86403,0.39904,0,更有阴虚气滞，脾湿肝火，酿痰上壅者，其证嗽痰白粘，气逆胸闷，口渴善呕，四肢倦懈，舌绛似干，上罩垢浊薄苔，脉左细数。每用自制七汁饮……屡收敏效,,,,,,,秋燥伤寒兼证治法,何廉臣,,,,,,
Doctrine_f70cd2020a,既不太热太燥太泄，又不太寒太润太涩,,Doctrine,1,-1.19078,0.25574,0,既不太热太燥太泄，又不太寒太润太涩,,,,,,,组方用药原则,何廉臣,,,,,,
Doctrine_89dd099d6f,方虽平淡，收效殊多,,Doctrine,1,-1.35976,0.24765,0,方虽平淡，收效殊多,,,,,,,疏风止嗽汤疗效,何廉臣,,,,,,
Doctrine_f55e7b9334,医当忠告而善导之,,Doctrine,1,-1.25329,0.38044,0,医当忠告而善导之,,,,,,,医家诊治态度,何廉臣,,,,,,
Doctrine_295337d84b,自订疏风止嗽汤增强了疏风解表之功，对于重伤风发热咳嗽者较止嗽散更适宜,,Doctrine,1,-1.00543,0.34826,0,自订疏风止嗽汤增强了疏风解表之功，对于重伤风发热咳嗽者较止嗽散更适宜,,,,,,,自订疏风止嗽汤与止嗽散之比较,,,,,,,
Doctrine_c3836cca58,余每作神经衰弱，骤有感触，五志之火，上烁脑髓，神经顿失其常性，遂发似狂非狂之证,,Doctrine,1,-1.39189,0.28113,0,余每作神经衰弱，骤有感触，五志之火，上烁脑髓，神经顿失其常性，遂发似狂非狂之证,,,,,,,神经衰弱与发狂病机,何廉臣,,,,,,
Doctrine_e09e00ddbf,东医所谓性情之狂，通称为精神病是也,,Doctrine,1,-1.27929,0.39185,0,东医所谓性情之狂，通称为精神病是也,,,,,,,病名对应,何廉臣,,,,,,
Doctrine_409f55f562,与感证之阳盛发狂迥异,,Doctrine,1,-1.30761,0.39334,0,与感证之阳盛发狂迥异,,,,,,,鉴别诊断,何廉臣,,,,,,
Doctrine_8abd23396e,多因于气情郁结，气道壅隔，上不得降，下不得升，胸腹胀满，四肢瘦削,,Doctrine,1,-2.35983,-0.02031,498,多因于气情郁结，气道壅隔，上不得降，下不得升，胸腹胀满，四肢瘦削,,,,,,,夹胀伤寒病机,,,,,,,
Doctrine_9ebd8d58b6,浊气在上，则生●胀,,Doctrine,1,-0.40865,-0.68258,499,浊气在上，则生●胀,,,,,,,内经病机引证,,,,,,,
Doctrine_c584e4ca07,治宜升清降浊,,Doctrine,1,-1.29553,1.09894,500,治宜升清降浊,,,,,,,夹胀伤寒治法,,,,,,,
Doctrine_aa8695df9b,伏气温病学说,,Doctrine,1,-1.36505,0.33113,0,伏气温病学说,,,,,,,伏气温病,何廉臣,,,,,,
Doctrine_057fa21ae6,古人各有专长，吾辈幸生古人之后，当统观而效法之。若坐井观天曰天在，是天岂尽于是哉？,,Doctrine,1,-1.12506,-0.50596,0,古人各有专长，吾辈幸生古人之后，当统观而效法之。若坐井观天曰天在，是天岂尽于是哉？,,,,,,,治学态度,张畹香,,,,,,
Doctrine_875465955c,多读书，多看各家书籍，自然腹中渊博，胸有准绳。,,Doctrine,1,-1.23947,-0.51131,0,多读书，多看各家书籍，自然腹中渊博，胸有准绳。,,,,,,,医家修养,张畹香,,,,,,
Doctrine_6c54644ac9,衷诸古而不泥古，俾后学一目了然，补前贤所未备，益后学于无穷,,Doctrine,1,-1.24511,-0.56366,0,衷诸古而不泥古，俾后学一目了然，补前贤所未备，益后学于无穷,,,,,,,治学态度,张畹香,,,,,,
Doctrine_c28ce23977,本书系张氏在绍兴一生经验医案之录要，其用药之神，断诊之明，足资后学模范,,Doctrine,1,-2.12242,0.57695,503,本书系张氏在绍兴一生经验医案之录要，其用药之神，断诊之明，足资后学模范,,,,,,,医案特色,,,,,,,
Doctrine_0499430ae0,则则有简要之论，所谓少许胜人多许也,,Doctrine,1,-0.8541,-1.1341,504,则则有简要之论，所谓少许胜人多许也,,,,,,,著述风格,,,,,,,
Doctrine_d55028bd95,师古而不泥古,,Doctrine,1,-1.24968,-0.48291,0,师古而不泥古,,,,,,,治学态度,张畹香,,,,,,
Doctrine_58f8099414,在疾病的诊治中动态观察舌苔变化，并结合临床主要症状、脉象情况，重视体质，辨治用药,,Doctrine,1,-1.15591,-0.52318,0,在疾病的诊治中动态观察舌苔变化，并结合临床主要症状、脉象情况，重视体质，辨治用药,,,,,,,诊病善察舌,张畹香,,,,,,
Doctrine_0b907026ac,肺主皮毛，头为诸阳之首，当责肺分之湿热,,Doctrine,1,-1.13163,-0.51856,0,肺主皮毛，头为诸阳之首，当责肺分之湿热,,,,,,,舌黄伴头面热疮辨证,张畹香,,,,,,
Doctrine_7c9948d7e4,温病往往有大便作泻，乃肺移热于大肠，由湿体之故，并非挟热下利,,Doctrine,1,-1.17696,-0.54064,0,温病往往有大便作泻，乃肺移热于大肠，由湿体之故，并非挟热下利,,,,,,,温病大便作泻辨证,张畹香,,,,,,
Doctrine_f06112c12b,舌边滑是湿性之体，但病仍在肺阴,,Doctrine,1,-1.1703,-0.52973,0,舌边滑是湿性之体，但病仍在肺阴,,,,,,,冬温舌象辨证,张畹香,,,,,,
Doctrine_863bd9729e,舌症并察，审识体质，辨证用药,,Doctrine,1,-1.17937,-0.51087,0,舌症并察，审识体质，辨证用药,,,,,,,诊病善察舌,张畹香,,,,,,
Doctrine_62d9f91203,斑出血分，疹出于气分,,Doctrine,1,-1.22112,-0.52012,0,斑出血分，疹出于气分,,,,,,,斑疹病机,张畹香,,,,,,
Doctrine_2ab592c570,治斑时用辛凉法清肺分之风热，早托邪透达外出为宜，药用玉女煎加麦冬、生地、羚羊角，佐以大青叶托邪透斑外出,,Doctrine,1,-1.2407,-0.52294,0,治斑时用辛凉法清肺分之风热，早托邪透达外出为宜，药用玉女煎加麦冬、生地、羚羊角，佐以大青叶托邪透斑外出,,,,,,,治斑用药,张畹香,,,,,,
Doctrine_49d7bb9a07,在托邪外出时，重视宣肺透达，提出慎用降肺泻肺之药,,Doctrine,1,-1.22942,-0.50121,0,在托邪外出时，重视宣肺透达，提出慎用降肺泻肺之药,,,,,,,托邪外出治则,张畹香,,,,,,
Doctrine_70362c2825,一见疹，黄芩汤加炒大力子、桔梗、蒌皮、蝉衣、茯苓皮以解表托疹，勿用贝、蒌、葶苈泻肺，致邪下陷,,Doctrine,1,-1.16899,-0.5093,0,一见疹，黄芩汤加炒大力子、桔梗、蒌皮、蝉衣、茯苓皮以解表托疹，勿用贝、蒌、葶苈泻肺，致邪下陷,,,,,,,治疹用药禁忌,张畹香,,,,,,
Doctrine_e435b49f01,增液托邪，宣肺透表。治疗温病，运用清解药后，汗出较多，邪随汗泄，伤阴耗津，余温之邪仍在，张氏认为其为津伤邪留，主张予增液,,Doctrine,1,-1.21003,-0.5336,0,增液托邪，宣肺透表。治疗温病，运用清解药后，汗出较多，邪随汗泄，伤阴耗津，余温之邪仍在，张氏认为其为津伤邪留，主张予增液托邪法,,,,,,,温病多托邪,张畹香,,,,,,
Doctrine_42ab4e02bd,药物选沙参、麦冬、玄参、生地、地骨皮等生津养阴，桔梗、连翘、金银花、蝉衣、羚羊角等宣肺托邪外出，共奏增液托邪，宣肺透表之,,Doctrine,1,-1.18916,-0.50707,0,药物选沙参、麦冬、玄参、生地、地骨皮等生津养阴，桔梗、连翘、金银花、蝉衣、羚羊角等宣肺托邪外出，共奏增液托邪，宣肺透表之效,,,,,,,温病多托邪,张畹香,,,,,,
Doctrine_01cb126de0,用汉防己、焦茅术、川连、茯苓、泽泻祛其湿热，广木香、缩砂、陈皮利其气,,Doctrine,1,-1.14448,-0.51488,0,用汉防己、焦茅术、川连、茯苓、泽泻祛其湿热，广木香、缩砂、陈皮利其气,,,,,,,利湿理气,张畹香,,,,,,
Doctrine_42ff03d2a4,文党参一两，以升麻一钱煎浓汁浸烘党参，升补其气,,Doctrine,1,-1.14339,-0.52533,0,文党参一两，以升麻一钱煎浓汁浸烘党参，升补其气,,,,,,,升补气分,张畹香,,,,,,
Doctrine_3194a0c4ff,绍兴谓之瘩子，苏州谓之沙子，其实皆风，感肺分,,Doctrine,1,-1.21957,-0.55033,0,绍兴谓之瘩子，苏州谓之沙子，其实皆风，感肺分,,,,,,,风疹病名与病因,张畹香,,,,,,
Doctrine_2fd006052a,即属风感肺分，与发疹治法一样耳,,Doctrine,1,-0.95272,-0.22101,0,即属风感肺分，与发疹治法一样耳,,,,,,,风疹与发疹治法关系,叶天士,,,,,,
Doctrine_98029eb469,当按四时法治之。在冬令发瘩，当用冬温法；夏时用暑风法；秋时用秋燥法；春时用风温法,,Doctrine,1,-1.15102,-0.50667,0,当按四时法治之。在冬令发瘩，当用冬温法；夏时用暑风法；秋时用秋燥法；春时用风温法,,,,,,,四时分证论治,张畹香,,,,,,
Doctrine_7527490d12,或大便作泻，加淡渗法，则生米仁、茯苓，又炒银花最妙,,Doctrine,1,-1.24976,-0.5052,0,或大便作泻，加淡渗法，则生米仁、茯苓，又炒银花最妙,,,,,,,兼证治法,张畹香,,,,,,
Doctrine_5bd96b8145,或火盛，则羚角、犀角、丹皮、焦栀子，或用苇茎汤、白虎汤，夏秋用，冬春断不可用,,Doctrine,1,-1.15803,-0.53347,0,或火盛，则羚角、犀角、丹皮、焦栀子，或用苇茎汤、白虎汤，夏秋用，冬春断不可用,,,,,,,火盛治法及四时禁忌,张畹香,,,,,,
Doctrine_689b962b82,又有入心营则犀角地黄汤，加紫雪或至宝丹,,Doctrine,1,-1.23141,-0.51804,0,又有入心营则犀角地黄汤，加紫雪或至宝丹,,,,,,,入心营治法,张畹香,,,,,,
Doctrine_56a6ac3ff9,斑疹宜按四时分别论治，或辛凉，或甘寒，或淡渗，或清火，或凉营。,,Doctrine,1,-1.12281,-0.4957,0,斑疹宜按四时分别论治，或辛凉，或甘寒，或淡渗，或清火，或凉营。,,,,,,,四时分别治风疹,张畹香,,,,,,
Doctrine_20e917b445,斑出血分，疹与瘄出于气分,,Doctrine,1,-1.19789,-0.49309,0,斑出血分，疹与瘄出于气分,,,,,,,斑疹瘄之气血分属,张畹香,,,,,,
Doctrine_bc1d420797,失下则斑，失辛凉肺分则疹,,Doctrine,1,-0.72107,0.92211,505,失下则斑，失辛凉肺分则疹,,,,,,,斑疹之病因,古人,,,,,,
Doctrine_adf0b88d37,风热甚，辛凉肺分亦疹，唯早透达耳,,Doctrine,1,-1.1352,-0.50868,0,风热甚，辛凉肺分亦疹，唯早透达耳,,,,,,,疹证治法,张畹香,,,,,,
Doctrine_c7e583ee39,夹温则瘄似疹，白色有浆，热毒深入血分，即下亦斑，唯早下则斑早出耳,,Doctrine,1,-1.14225,-0.5009,0,夹温则瘄似疹，白色有浆，热毒深入血分，即下亦斑，唯早下则斑早出耳,,,,,,,瘄疹斑之鉴别与早下,张畹香,,,,,,
Doctrine_9ff66c4287,一见疹，黄芩汤加炒大力子、桔梗、蒌皮、蝉蜕、茯苓皮已解表托疹，勿用贝蒌葶苈泻肺致邪下陷,,Doctrine,1,-1.23294,-0.49131,0,一见疹，黄芩汤加炒大力子、桔梗、蒌皮、蝉蜕、茯苓皮已解表托疹，勿用贝蒌葶苈泻肺致邪下陷,,,,,,,疹证方药,张畹香,,,,,,
Doctrine_29827edc1a,即予犀角地黄汤加人中黄、金银花、大青叶化斑解毒，轻者勿用承气，若重者不如三黄汤或承气，为变解法，使表里之邪一齐解散,,Doctrine,1,-1.13352,-0.52889,0,即予犀角地黄汤加人中黄、金银花、大青叶化斑解毒，轻者勿用承气，若重者不如三黄汤或承气，为变解法，使表里之邪一齐解散,,,,,,,斑证方药与解法,张畹香,,,,,,
Doctrine_1990e99e0f,甚或有用生军者，则又可不用川连之说不可泥,,Doctrine,1,-1.25945,-0.50115,0,甚或有用生军者，则又可不用川连之说不可泥,,,,,,,用药灵活变通,张畹香,,,,,,
Doctrine_ae13903a35,沿门合境，男妇老幼，所患悉同，即属瘟疫,,Doctrine,1,-1.24698,-0.49305,0,沿门合境，男妇老幼，所患悉同，即属瘟疫,,,,,,,瘟疫诊断标准,张畹香,,,,,,
Doctrine_46b8b419d2,苔如积粉,,Doctrine,1,-1.42793,-0.99971,82,苔如积粉,,,,,,,瘟疫舌苔,又可,,,,,,
Doctrine_1b012f6358,湿温之盛行，叶氏案中用张喻法者，其舌皆红耳,,Doctrine,1,-1.15925,-0.51322,0,湿温之盛行，叶氏案中用张喻法者，其舌皆红耳,,,,,,,湿温舌苔,张畹香,,,,,,
Doctrine_df496301f8,有汗不宜重汗,,Doctrine,1,-2.10652,-0.60215,28,有汗不宜重汗,,,,,,,汗法禁忌,仲师,,,,,,
Doctrine_487c0c7eec,湿家忌汗，汗之则发痉厥,,Doctrine,1,-0.01609,-0.19419,28,湿家忌汗，汗之则发痉厥,,,,,,,湿家汗法禁忌,仲师,,,,,,
Doctrine_6da33c476a,故疫忌汗,,Doctrine,1,-1.16651,-0.53965,0,故疫忌汗,,,,,,,瘟疫忌汗,张畹香,,,,,,
Doctrine_054b7534cc,一见白燥苔即下，舌稍黄微下之，舌黄燥大下之，舌焦刺，重下之，峻下之，所谓下之不嫌早也,,Doctrine,1,-1.19959,-0.53468,0,一见白燥苔即下，舌稍黄微下之，舌黄燥大下之，舌焦刺，重下之，峻下之，所谓下之不嫌早也,,,,,,,瘟疫察苔用下法,张畹香,,,,,,
Doctrine_c0c5e83b01,川连能解毒，且苦能燥湿，复以人中黄尤妙,,Doctrine,1,-1.2201,-0.53056,0,川连能解毒，且苦能燥湿，复以人中黄尤妙,,,,,,,瘟疫用药,张畹香,,,,,,
Doctrine_c1aee0208a,暑湿入肝脾，则为痢疾,,Doctrine,1,-1.16077,-0.50277,0,暑湿入肝脾，则为痢疾,,,,,,,痢疾病因,张畹香,,,,,,
Doctrine_0e4b8f765d,先除其热，热除其痢自瘥者，不瘥与小承气汤下之,,Doctrine,1,-1.23118,-0.52854,0,先除其热，热除其痢自瘥者，不瘥与小承气汤下之,,,,,,,痢疾治法先后,张畹香,,,,,,
Doctrine_168c3458e5,生军与芒硝有禁条，痢疾勿用，即属杀人,,Doctrine,1,-1.21325,-0.5021,0,生军与芒硝有禁条，痢疾勿用，即属杀人,,,,,,,痢疾用药禁忌,张畹香,,,,,,
Doctrine_fdfbfa78ed,仲景白头翁汤云治下焦热毒痢，然北秦皮为肝经药，当属治肝痢之方,,Doctrine,1,-1.22446,-0.48434,0,仲景白头翁汤云治下焦热毒痢，然北秦皮为肝经药，当属治肝痢之方,,,,,,,白头翁汤主治,张畹香,,,,,,
Doctrine_ffa3de62c6,痢在肝分者，舌苔必薄，或渴或不渴，痛在少腹，或胁肋，或腰，当用当归黄芩汤,,Doctrine,1,-1.20243,-0.50256,0,痢在肝分者，舌苔必薄，或渴或不渴，痛在少腹，或胁肋，或腰，当用当归黄芩汤,,,,,,,肝痢辨证论治,张畹香,,,,,,
Doctrine_d02e66439e,破血则腹痛自减，利气则厚重自除,,Doctrine,1,-1.21341,-0.5127,0,破血则腹痛自减，利气则厚重自除,,,,,,,治法原理,张畹香,,,,,,
Doctrine_227963bed1,参苏饮之法，扶正驱邪,,Doctrine,1,-1.24886,-0.51602,0,参苏饮之法，扶正驱邪,,,,,,,参苏饮扶正驱邪,张畹香,,,,,,
Doctrine_e4a676639a,小柴胡汤用人参亦此意,,Doctrine,1,-1.18914,-0.53829,0,小柴胡汤用人参亦此意,,,,,,,小柴胡汤人参之用意,张畹香,,,,,,
Doctrine_493c0509ee,故本草以性温，能祛肺寒,,Doctrine,1,-1.19309,-0.5168,0,故本草以性温，能祛肺寒,,,,,,,款冬花药性,张畹香,,,,,,
Doctrine_74dd2735fc,热痰用贝母，寒痰用半夏，势如冰碳,,Doctrine,1,-1.10927,-0.49443,0,热痰用贝母，寒痰用半夏，势如冰碳,,,,,,,痰证寒热用药,张畹香,,,,,,
Doctrine_8e7c27b44e,茉莉治寒痢，当与姜附同用,,Doctrine,1,-1.14763,-0.53493,0,茉莉治寒痢，当与姜附同用,,,,,,,痢疾寒证用药,张畹香,,,,,,
Doctrine_3cc0da5350,伤寒病在三阳经，不传则极轻之症也,,Doctrine,1,-2.34575,0.18282,83,伤寒病在三阳经，不传则极轻之症也,,,,,,,伤寒三阳经辨证,张畹香,,,,,,
Doctrine_1d74fa06fb,仲景书分晰甚明，绝无相混之处,,Doctrine,1,-1.1071,-0.50471,0,仲景书分晰甚明，绝无相混之处,,,,,,,仲景书辨证明晰,张畹香,,,,,,
Doctrine_21074870a9,余谓此属上焦症，误用中焦故不效，用辛凉法加生石膏羚角，大汗而愈,,Doctrine,1,-1.1833,-0.5206,0,余谓此属上焦症，误用中焦故不效，用辛凉法加生石膏羚角，大汗而愈,,,,,,,上焦温邪辛凉发汗,张畹香,,,,,,
Doctrine_77956cc175,盖高年未有脉不洪大，为六阳者也,,Doctrine,1,-1.25724,-0.49083,0,盖高年未有脉不洪大，为六阳者也,,,,,,,高年脉象,张畹香,,,,,,
Doctrine_e4e6d7dc86,今津液已涸，当救其阴，用黄芩汤，复以增液汤,,Doctrine,1,-1.1157,-0.51073,0,今津液已涸，当救其阴，用黄芩汤，复以增液汤,,,,,,,滋阴清热治法,张畹香,,,,,,
Doctrine_a8b8effdbb,致邪陷下焦，故不得汗。不得汗则身不得凉。,,Doctrine,1,-1.19083,-0.52793,0,致邪陷下焦，故不得汗。不得汗则身不得凉。,,,,,,,病机,张畹香,,,,,,
Doctrine_35f812ffa7,此属阳明胃经，当用葛根汤,,Doctrine,1,-2.21127,-0.39686,506,此属阳明胃经，当用葛根汤,,,,,,,阳明症治法,予,,,,,,
Doctrine_dfd135a013,其阳明经仍在，不传府，为疏葛根汤，两剂，身即凉,,Doctrine,1,-0.08169,-0.4314,507,其阳明经仍在，不传府，为疏葛根汤，两剂，身即凉,,,,,,,阳明经病预后与治法,予,,,,,,
Doctrine_9ba6d2ee6e,不论四时六气，舌苔有无黄白，皆此,,Doctrine,1,-1.63255,0.92526,508,不论四时六气，舌苔有无黄白，皆此,,,,,,,医家用方之弊,,,,,,,
Doctrine_21bc1e0564,凡遇胎前产后，所患不拘何病，总以胎产为本，以病为标,,Doctrine,1,-1.25955,-0.58753,0,凡遇胎前产后，所患不拘何病，总以胎产为本，以病为标,,,,,,,胎产病机,张石顽,,,,,,
Doctrine_ce7e035015,产后当理血分,,Doctrine,1,-1.18074,-0.53085,0,产后当理血分,,,,,,,产后治法,张畹香,,,,,,
Doctrine_b215dcbc31,黄芩、白芍产后所禁，不用,,Doctrine,1,-1.12119,-0.51968,0,黄芩、白芍产后所禁，不用,,,,,,,产后用药禁忌,张畹香,,,,,,
Doctrine_7673ba010c,脉弦，舌黄薄，痛在右腰肋，此肝痢也,,Doctrine,1,-1.17234,-0.51925,0,脉弦，舌黄薄，痛在右腰肋，此肝痢也,,,,,,,肝痢辨证,张畹香,,,,,,
Doctrine_7f7e3027e8,凡泻之似痢非痢者，盲医每认为痢，用通痢套药,,Doctrine,1,-1.22353,-0.5099,0,凡泻之似痢非痢者，盲医每认为痢，用通痢套药,,,,,,,类痢证辨误,张畹香,,,,,,
Doctrine_8bd79402c5,是肾阴大伤，必攻击过分所致,,Doctrine,1,-1.20061,-0.52413,0,是肾阴大伤，必攻击过分所致,,,,,,,痢疾病机,张畹香,,,,,,
Doctrine_76b5ecae34,用熟地、肉桂，五味、龟板，复以炮姜、粳米、赤石脂等桃花汤，多剂始愈,,Doctrine,1,-1.20292,-0.51305,0,用熟地、肉桂，五味、龟板，复以炮姜、粳米、赤石脂等桃花汤，多剂始愈,,,,,,,痢疾治法,张畹香,,,,,,
Doctrine_a9d487817b,总由肾水之虚，肝家血分之热,,Doctrine,1,-1.21901,-0.49332,0,总由肾水之虚，肝家血分之热,,,,,,,软脚瘟病机,张畹香,,,,,,
Doctrine_5b3a7a2b5a,用张石顽先生下焦肝痛方，如炒小茴香一钱五分、川楝子三钱、酒延胡一钱五分，于黄芩汤中,,Doctrine,1,-1.2699,-0.58578,0,用张石顽先生下焦肝痛方，如炒小茴香一钱五分、川楝子三钱、酒延胡一钱五分，于黄芩汤中,,,,,,,软脚瘟治法,张畹香,,,,,,
Doctrine_8da42aba29,嗣后无论男妇，遇软脚瘟，用此法俱效,,Doctrine,1,-1.23918,-0.48287,0,嗣后无论男妇，遇软脚瘟，用此法俱效,,,,,,,软脚瘟治法验效,张畹香,,,,,,
Doctrine_ddcf108c43,重视识方辨药与辨证结合的重要性,,Doctrine,1,-1.47355,-0.48677,0,重视识方辨药与辨证结合的重要性,,,,,,,辨药与辨证,周氏,,,,,,
Doctrine_2e0b33dbe9,窃怪古来注仲圣书者，无虑数十百家，独于方解，鲜精确澄彻,,Doctrine,1,-1.64878,-0.58018,0,窃怪古来注仲圣书者，无虑数十百家，独于方解，鲜精确澄彻,,,,,,,批评前人注解方解不精确,周氏,,,,,,
Doctrine_5efdd68b5e,读仲圣书而不先辨本草，犹航断港绝潢而望至于海也。夫辨本草者，医学之始基,,Doctrine,1,-1.49254,-0.47371,0,读仲圣书而不先辨本草，犹航断港绝潢而望至于海也。夫辨本草者，医学之始基,,,,,,,辨本草为医学基础,周氏,,,,,,
Doctrine_6ae851ce45,医学至今日，诚无解于西人之诟矣，针法之真传已失，即《素问》《灵枢》《本草经》《伤寒论》《金匮要略》等于四书五经，而读之者,,Doctrine,1,-0.16938,0.60914,510,医学至今日，诚无解于西人之诟矣，针法之真传已失，即《素问》《灵枢》《本草经》《伤寒论》《金匮要略》等于四书五经，而读之者牛毛，解之者麟角。其有著述行世，而或文辞明畅，中多纰缪，或稗贩剽窃，复为大言以此欺人，人不能辨,,,,,,,,,,,,,,
Doctrine_684e752b4c,津逮来者，有功前哲,,Doctrine,1,-1.75202,-0.66205,0,津逮来者，有功前哲,,,,,,,,周伯度,,,,,,
Doctrine_f59641f943,夫学问之道，不外致知力行两端，医何独不然,,Doctrine,1,-1.76604,-0.64917,0,夫学问之道，不外致知力行两端，医何独不然,,,,,,,致知力行,周伯度,,,,,,
Doctrine_2a0cce8f23,致知之书，如素问、灵枢、本草经尚矣。而伤寒论、金匮要略，则又南阳先生师本致知以为力行之书，灵素本经，悉括其中,,Doctrine,1,-1.73349,-0.67811,0,致知之书，如素问、灵枢、本草经尚矣。而伤寒论、金匮要略，则又南阳先生师本致知以为力行之书，灵素本经，悉括其中,,,,,,,致知力行,周伯度,,,,,,
Doctrine_3d480313bf,善守旧者，其旧皆不可变之天道，惟笃守而精研之，新义斯出,,Doctrine,1,-1.79425,-0.63519,0,善守旧者，其旧皆不可变之天道，惟笃守而精研之，新义斯出,,,,,,,学科传承与创新,周伯度,,,,,,
Doctrine_399a31ff68,中国古时便有针灸铜人模型，且其外有腧穴内有脏腑，可以用作针刺练习,,Doctrine,1,-1.76621,-0.71545,0,中国古时便有针灸铜人模型，且其外有腧穴内有脏腑，可以用作针刺练习,,,,,,,针灸传承,周伯度,,,,,,
Doctrine_897d655243,至内科之有器，更未之前闻，而不知古固有之,,Doctrine,1,-1.744,-0.67802,0,至内科之有器，更未之前闻，而不知古固有之,,,,,,,内科器具传承,周伯度,,,,,,
Doctrine_9278a1b7c9,复铜人之巧制，施之证治，用彰明效,,Doctrine,1,-1.79205,-0.66283,0,复铜人之巧制，施之证治，用彰明效,,,,,,,器具创新,周伯度,,,,,,
Doctrine_2a0c4f2095,人知辨证之难，甚于辨药；孰知方之不效，由于不识证者半，由于不识药者亦半。证识矣而药不当，非特不效，抑且贻害,,Doctrine,1,-1.78191,-0.6371,0,人知辨证之难，甚于辨药；孰知方之不效，由于不识证者半，由于不识药者亦半。证识矣而药不当，非特不效，抑且贻害,,,,,,,辨证与辨药,周伯度,,,,,,
Doctrine_8c545bab48,其故在本草之学，自来多不深求。识本草如是，遂视方义亦当如是,,Doctrine,1,-1.78582,-0.65437,0,其故在本草之学，自来多不深求。识本草如是，遂视方义亦当如是,,,,,,,本草之学,周伯度,,,,,,
Doctrine_06df2996f0,于古人因证施治之微旨，去而千里矣,,Doctrine,1,-1.79633,-0.65324,0,于古人因证施治之微旨，去而千里矣,,,,,,,辨药不精之弊,周伯度,,,,,,
Doctrine_754409e9d2,好补之家多誉，好攻之家多毁，其誉者复有补阴补阳之各执,,Doctrine,1,-1.77836,-0.64699,0,好补之家多誉，好攻之家多毁，其誉者复有补阴补阳之各执,,,,,,,人参之争议,周伯度,,,,,,
Doctrine_c1bf570cd0,欲知人参之真，非取仲圣方融会而详辨之,,Doctrine,1,-1.75054,-0.68796,0,欲知人参之真，非取仲圣方融会而详辨之,,,,,,,人参,周伯度,,,,,,
Doctrine_9a48e98ac3,止渴有不需参之证，生脉则惟参独擅。盖脉生于营，营属心。心体阴而用阳，惟冲和煦育之参，能补之,,Doctrine,1,-1.78359,-0.68194,0,止渴有不需参之证，生脉则惟参独擅。盖脉生于营，营属心。心体阴而用阳，惟冲和煦育之参，能补之,,,,,,,人参与生脉,周伯度,,,,,,
Doctrine_de9c6fca71,药性始于神农，不读本草经，如作制艺不知题在四书,,Doctrine,1,-1.80204,-0.69044,0,药性始于神农，不读本草经，如作制艺不知题在四书,,,,,,,本草研习之重要性,陈修园,,,,,,
Doctrine_920fa218cc,夫辨本草者，医学之始基,,Doctrine,1,-1.72538,-0.68478,0,夫辨本草者，医学之始基,,,,,,,本草之地位,周伯度,,,,,,
